ID,Name,Name_DE,Ing,Icon,Form,Type1,Type2,Generation,Hight,Gewicht,Pre_Evo,Post_Evo,Evo_Typ
326,Groink,Grumpig,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/326.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/326.png,,Psychic,,3,0.9,71.5,Spoink,,LevelUp
327,Pandir,Spinda,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/327.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/327.png,,Normal,,3,1.1,5,,,LevelUp
328,Knacklion,Trapinch,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/328.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/328.png,,Ground,,3,0.7,15,,Vibrava,LevelUp
329,Vibrava,Vibrava,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/329.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/329.png,,Ground,Dragon,3,1.1,15.3,Trapinch,Flygon,LevelUp
330,Libelldra,Flygon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/330.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/330.png,,Ground,Dragon,3,2,82,Vibrava,,LevelUp
331,Tuska,Cacnea,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/331.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/331.png,,Grass,,3,0.4,51.3,,Cacturne,LevelUp
332,Noktuska,Cacturne,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/332.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/332.png,,Grass,Dark,3,1.3,77.4,Cacnea,,LevelUp
333,Wablu,Swablu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/333.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/333.png,,Normal,Flying,3,0.4,1.2,,Altaria,LevelUp
334,Altaria,Altaria,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/334.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/334.png,,Dragon,Flying,3,1.1,20.6,Swablu,,LevelUp
335,Sengo,Zangoose,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/335.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/335.png,,Normal,,3,1.3,40.3,,,LevelUp
336,Vipitis,Seviper,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/336.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/336.png,,Poison,,3,2.7,52.5,,,LevelUp
337,Lunastein,Lunatone,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/337.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/337.png,,Rock,Psychic,3,1,168,,,LevelUp
338,Sonnfel,Solrock,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/338.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/338.png,,Rock,Psychic,3,1.2,154,,,LevelUp
339,Schmerbe,Barboach,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/339.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/339.png,,Water,Ground,3,0.4,1.9,,Whiscash,LevelUp
340,Welsar,Whiscash,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/340.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/340.png,,Water,Ground,3,0.9,23.6,Barboach,,LevelUp
341,Krebscorps,Corphish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/341.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/341.png,,Water,,3,0.6,11.5,,Crawdaunt,LevelUp
342,Krebutack,Crawdaunt,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/342.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/342.png,,Water,Dark,3,1.1,32.8,Corphish,,LevelUp
343,Puppance,Baltoy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/343.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/343.png,,Ground,Psychic,3,0.5,21.5,,Claydol,LevelUp
344,Lepumentas,Claydol,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/344.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/344.png,,Ground,Psychic,3,1.5,108,Baltoy,,LevelUp
345,Liliep,Lileep,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/345.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/345.png,,Rock,Grass,3,1,23.8,,Cradily,LevelUp
346,Wielie,Cradily,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/346.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/346.png,,Rock,Grass,3,1.5,60.4,Lileep,,LevelUp
347,Anorith,Anorith,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/347.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/347.png,,Rock,Bug,3,0.7,12.5,,Armaldo,LevelUp
348,Armaldo,Armaldo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/348.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/348.png,,Rock,Bug,3,1.5,68.2,Anorith,,LevelUp
349,Barschwa,Feebas,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/349.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/349.png,,Water,,3,0.6,7.4,,Milotic,LevelUp
350,Milotic,Milotic,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/350.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/350.png,,Water,,3,6.2,162,Feebas,,trade
351,Formeo,Castform,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/351.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/351.png,,Normal,,3,0.3,0.8,,,LevelUp
351,Formeo,Castform,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/351.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/351.png,Sunny Form,Fire,,3,0.3,0.8,,,LevelUp
351,Formeo,Castform,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/351.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/351.png,Rainy Form,Water,,3,0.3,0.8,,,LevelUp
351,Formeo,Castform,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/351.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/351.png,Snowy Form,Ice,,3,0.3,0.8,,,LevelUp
352,Kecleon,Kecleon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/352.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/352.png,,Normal,,3,1,22,,,LevelUp
353,Shuppet,Shuppet,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/353.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/353.png,,Ghost,,3,0.6,2.3,,Banette,LevelUp
354,Banette,Banette,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/354.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/354.png,,Ghost,,3,1.1,12.5,Shuppet,,LevelUp
355,Zwirrlicht,Duskull,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/355.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/355.png,,Ghost,,3,0.8,15,,Dusclops,LevelUp
356,Zwirrklop,Dusclops,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/356.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/356.png,,Ghost,,3,1.6,30.6,Duskull,Dusknoir,LevelUp
357,Tropius,Tropius,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/357.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/357.png,,Grass,Flying,3,2,100,,,LevelUp
358,Palimpalim,Chimecho,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/358.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/358.png,,Psychic,,3,0.6,1,Chingling,,levelFriendship
359,Absol,Absol,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/359.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/359.png,,Dark,,3,1.2,47,,,LevelUp
360,Isso,Wynaut,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/360.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/360.png,,Psychic,,3,0.6,14,,Wobbuffet,LevelUp
361,Schneppke,Snorunt,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/361.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/361.png,,Ice,,3,0.7,16.8,,Glalie,LevelUp
362,Firnontor,Glalie,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/362.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/362.png,,Ice,,3,1.5,256.5,Snorunt,,LevelUp
363,Seemops,Spheal,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/363.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/363.png,,Ice,Water,3,0.8,39.5,,Sealeo,LevelUp
364,Seejong,Sealeo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/364.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/364.png,,Ice,Water,3,1.1,87.6,Spheal,Walrein,LevelUp
365,Walraisa,Walrein,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/365.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/365.png,,Ice,Water,3,1.4,150.6,Sealeo,,LevelUp
366,Perlu,Clamperl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/366.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/366.png,,Water,,3,0.4,52.5,,Huntail,LevelUp
367,Aalabyss,Huntail,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/367.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/367.png,,Water,,3,1.7,27,Clamperl,,trade
368,Saganabyss,Gorebyss,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/368.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/368.png,,Water,,3,1.8,22.6,Clamperl,,trade
369,Relicanth,Relicanth,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/369.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/369.png,,Water,Rock,3,1,23.4,,,LevelUp
370,Liebiskus,Luvdisc,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/370.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/370.png,,Water,,3,0.6,8.7,,,LevelUp
371,Kindwurm,Bagon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/371.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/371.png,,Dragon,,3,0.6,42.1,,Shelgon,LevelUp
372,Draschel,Shelgon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/372.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/372.png,,Dragon,,3,1.1,110.5,Bagon,Salamence,LevelUp
373,Brutalanda,Salamence,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/373.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/373.png,,Dragon,Flying,3,1.5,102.6,Shelgon,,LevelUp
374,Tanhel,Beldum,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/374.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/374.png,,Steel,Psychic,3,0.6,95.2,,Metang,LevelUp
375,Metang,Metang,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/375.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/375.png,,Steel,Psychic,3,1.2,202.5,Beldum,Metagross,LevelUp
376,Metagross,Metagross,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/376.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/376.png,,Steel,Psychic,3,1.6,550,Metang,,LevelUp
377,Regirock,Regirock,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/377.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/377.png,,Rock,,3,1.7,230,,,LevelUp
378,Regice,Regice,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/378.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/378.png,,Ice,,3,1.8,175,,,LevelUp
379,Registeel,Registeel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/379.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/379.png,,Steel,,3,1.9,205,,,LevelUp
380,Latias,Latias,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/380.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/380.png,,Dragon,Psychic,3,1.4,40,,,LevelUp
381,Latios,Latios,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/381.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/381.png,,Dragon,Psychic,3,2,60,,,LevelUp
382,Kyogre,Kyogre,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/382.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/382.png,,Water,,3,4.5,352,,,LevelUp
383,Groudon,Groudon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/383.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/383.png,,Ground,,3,3.5,950,,,LevelUp
384,Rayquaza,Rayquaza,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/384.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/384.png,,Dragon,Flying,3,7,206.5,,,LevelUp
385,Jirachi,Jirachi,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/385.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/385.png,,Steel,Psychic,3,0.3,1.1,,,LevelUp
386,Deoxys,Deoxys,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/386.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/386.png,Normal Forme,Psychic,,3,1.7,60.8,,,LevelUp
386,Deoxys,Deoxys,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/386.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/386.png,Attack Forme,Psychic,,3,1.7,60.8,,,LevelUp
386,Deoxys,Deoxys,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/386.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/386.png,Defense Forme,Psychic,,3,1.7,60.8,,,LevelUp
386,Deoxys,Deoxys,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/386.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/386.png,Speed Forme,Psychic,,3,1.7,60.8,,,LevelUp
387,Chelast,Turtwig,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/387.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/387.png,,Grass,,4,0.4,10.2,,Grotle,LevelUp
388,Chelcarain,Grotle,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/388.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/388.png,,Grass,,4,1.1,97,Turtwig,Torterra,LevelUp
389,Chelterrar,Torterra,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/389.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/389.png,,Grass,Ground,4,2.2,310,Grotle,,LevelUp
390,Panflam,Chimchar,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/390.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/390.png,,Fire,,4,0.5,6.2,,Monferno,LevelUp
391,Panpyro,Monferno,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/391.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/391.png,,Fire,Fighting,4,0.9,22,Chimchar,Infernape,LevelUp
392,Panferno,Infernape,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/392.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/392.png,,Fire,Fighting,4,1.2,55,Monferno,,LevelUp
393,Plinfa,Piplup,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/393.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/393.png,,Water,,4,0.4,5.2,,Prinplup,LevelUp
394,Pliprin,Prinplup,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/394.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/394.png,,Water,,4,0.8,23,Piplup,Empoleon,LevelUp
395,Impoleon,Empoleon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/395.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/395.png,,Water,Steel,4,1.7,84.5,Prinplup,,LevelUp
396,Staralili,Starly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/396.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/396.png,,Normal,Flying,4,0.3,2,,Staravia,LevelUp
397,Staravia,Staravia,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/397.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/397.png,,Normal,Flying,4,0.6,15.5,Starly,Staraptor,LevelUp
398,Staraptor,Staraptor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/398.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/398.png,,Normal,Flying,4,1.2,24.9,Staravia,,LevelUp
399,Bidiza,Bidoof,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/399.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/399.png,,Normal,,4,0.5,20,,Bibarel,LevelUp
400,Bidifas,Bibarel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/400.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/400.png,,Normal,Water,4,1,31.5,Bidoof,,LevelUp
401,Zirpurze,Kricketot,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/401.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/401.png,,Bug,,4,0.3,2.2,,Kricketune,LevelUp
402,Zirpeise,Kricketune,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/402.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/402.png,,Bug,,4,1,25.5,Kricketot,,LevelUp
403,Sheinux,Shinx,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/403.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/403.png,,Electric,,4,0.5,9.5,,Luxio,LevelUp
404,Luxio,Luxio,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/404.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/404.png,,Electric,,4,0.9,30.5,Shinx,Luxray,LevelUp
405,Luxtra,Luxray,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/405.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/405.png,,Electric,,4,1.4,42,Luxio,,LevelUp
406,Knospi,Budew,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/406.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/406.png,,Grass,Poison,4,0.2,1.2,,Roselia,LevelUp
407,Roserade,Roserade,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/407.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/407.png,,Grass,Poison,4,0.9,14.5,Roselia,,useItem
408,Koknodon,Cranidos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/408.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/408.png,,Rock,,4,0.9,31.5,,Rampardos,LevelUp
409,Rameidon,Rampardos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/409.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/409.png,,Rock,,4,1.6,102.5,Cranidos,,LevelUp
410,Schilterus,Shieldon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/410.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/410.png,,Rock,Steel,4,0.5,57,,Bastiodon,LevelUp
411,Bollterus,Bastiodon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/411.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/411.png,,Rock,Steel,4,1.3,149.5,Shieldon,,LevelUp
412,Burmy,Burmy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/412.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/412.png,Plant Cloak,Bug,,4,0.2,3.4,,Wormadam,LevelUp
412,Burmy,Burmy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/412.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/412.png,Sandy Cloak,Bug,,4,0.2,3.4,,Wormadam,LevelUp
412,Burmy,Burmy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/412.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/412.png,Trash Cloak,Bug,,4,0.2,3.4,,Wormadam,LevelUp
413,Burmadame,Wormadam,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/413.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/413.png,Plant Cloak,Bug,Grass,4,0.5,6.5,Burmy,,LevelUp
413,Burmadame,Wormadam,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/413.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/413.png,Sandy Cloak,Bug,Ground,4,0.5,6.5,Burmy,,LevelUp
413,Burmadame,Wormadam,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/413.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/413.png,Trash Cloak,Bug,Steel,4,0.5,6.5,Burmy,,LevelUp
414,Moterpel,Mothim,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/414.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/414.png,,Bug,Flying,4,0.9,23.3,Burmy,,LevelUp
415,Wadribie,Combee,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/415.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/415.png,,Bug,Flying,4,0.3,5.5,,Vespiquen,LevelUp
416,Honweisel,Vespiquen,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/416.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/416.png,,Bug,Flying,4,1.2,38.5,Combee,,LevelUp
417,Pachirisu,Pachirisu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/417.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/417.png,,Electric,,4,0.4,3.9,,,LevelUp
418,Bamelin,Buizel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/418.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/418.png,,Water,,4,0.7,29.5,,Floatzel,LevelUp
419,Bojelin,Floatzel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/419.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/419.png,,Water,,4,1.1,33.5,Buizel,,LevelUp
420,Kikugi,Cherubi,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/420.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/420.png,,Grass,,4,0.4,3.3,,Cherrim,LevelUp
421,Kinoso,Cherrim,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/421.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/421.png,,Grass,,4,0.5,9.3,Cherubi,,LevelUp
422,Schalellos,Shellos,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/422.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/422.png,,Water,,4,0.3,6.3,,Gastrodon,LevelUp
423,Gastrodon,Gastrodon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/423.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/423.png,,Water,Ground,4,0.9,29.9,Shellos,,LevelUp
424,Ambidiffel,Ambipom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/424.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/424.png,,Normal,,4,1.2,20.3,Aipom,,levelMove
425,Driftlon,Drifloon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/425.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/425.png,,Ghost,Flying,4,0.4,1.2,,Drifblim,LevelUp
426,Drifzepeli,Drifblim,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/426.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/426.png,,Ghost,Flying,4,1.2,15,Drifloon,,LevelUp
427,Haspiror,Buneary,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/427.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/427.png,,Normal,,4,0.4,5.5,,Lopunny,LevelUp
428,Schlapor,Lopunny,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/428.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/428.png,,Normal,,4,1.2,33.3,Buneary,,levelFriendship
429,Traunmagil,Mismagius,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/429.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/429.png,,Ghost,,4,0.9,4.4,Misdreavus,,useItem
430,Kramshef,Honchkrow,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/430.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/430.png,,Dark,Flying,4,0.9,27.3,Murkrow,,useItem
431,Charmian,Glameow,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/431.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/431.png,,Normal,,4,0.5,3.9,,Purugly,LevelUp
432,Shnurgarst,Purugly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/432.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/432.png,,Normal,,4,1,43.8,Glameow,,LevelUp
